Text,Target
The paper is neither exciting nor harmful.,N
Unless the authors performed some clever pagan ritual before euthanizing the animals I would use 'killed' (or 'euthanized') instead of 'sacrificed',N
Are we modelling an astronomical object here or an abstraction?,C
"Putting it unfairly perhaps, and I am sure this is not what is meant, but one ungenerous reading of the proposal is..'",N
This would have been a question of high interest 10 years back,N
"On my opinion, the approach the authors are using is trivial and the problem they are solving is made up.",N
The authors should at least try to read some of the previous work in the field before attempting to solve our problems.,N
The conclusions are still not consistent with the (lack of) findings.,C
"Theories can be meaningful when they can explain phenomenon. If theories exist for themselves, they may be play of language.",N
"A weak paper, poor experimental design, comparison of sequences using different primers, no statistical analysis possible, carelessly written, poorly thought through.",C
"The first and last paragraphs are weak and read in a style unlike the rest of the paper, like poor advertising copy.",C
I started to review this but could not get much past the abstract.,N
Very very sloppy,N
"The authors have entered a controversial area. For both their sake and the reputation of the journal, they need to make sure their research will stand up under the inevitable scrutiny.",N
"The author's spelling of coordinate, while technically correct, is arcane and annoying.",N
"The best thing about the paper in its current form is that is that it is [sic] short, so I did not waste a lot of time reading it; it looks like someone's smart graduate student has been foraging in theory and has managed to learn how to mangle simple concepts and hide them behind pretentious but empty prose.",N
"Good topic, but i dont get an idea of the results.",C
"Unless and until more appropriate methods are employed, it is impossible to judge the claims of the authors although, based on previous results, there is real reason to believe that the claims may pan out in some generic sense.",C
"I also would add that while I don't have anything serious to complain about, I also see this work as being pretty straightforward - there is no ""big ideaâ€ that I see as especially imaginative or creative. Again, it is extremely solid, just not necessarily sexy.",N
This is from a methods perspective rather unacceptable in these days of 'voodoo' science.,N
"If this topic were not dear to my heart, I would perhaps have struggled to follow your logic. I applaud the effort, and I find the data reviews relatively interesting and useful.",C
There are FAR too many analyses and results. The reader is swamped. It's simply not possible to take it all in. It needs to be pruned.,C
This technique will never work.,N
"This needs to be standardized!!! It must be converted into population density, e.g. inhabitants per km2!!!Why should we expect some kind of relationship with these variables?? It needs to be justified in the introduction!!!",C
"Mr. Beard is very courageous when he gives freely so many references to other books, because if a student ever did look at another book, I am sure he would not return again to continue reading Mr. Beard.",C
"Like Dr Who's Tardis, the inside of the paper is bigger than the outside.",N
"The odds ratios in Table 2 are like the plains of Kansas: flat, flat flat!",C
Perhaps I have just read these papers at monthly intervals and the author had bad luck.,N
The rest of this review operates from the assumption that this paper is a sincere attempt at scientific evidence and argument.,N
"I also do not feel that the lead PI is qualified to undertake this work, or more accurately, that she should undertake this work; she needs to be academically successful first.",N
"The research adds meaningful to the literature, how?",N
Was this an undergraduate class assignment?,N
Preliminary and intriguing results that should be published elsewhere.,N
"So, what is the point of this?",N
The statistical analyses were not correct. Actually they were so confused that I lost all confidence in the analyses and data presentation.,C
"This kind of prose simply borders on cruelty against the reader. And finally comes the conclusion, which is the intellectual equivalent of bubblegum.",N
I suppose that I should be happy that I don't have to spend a lot of time reviewing this dreadful paper,N
"My disappointment when finding flawed analyses, conclusions, and terminology [..] was therefore substantial.",C
"Other papers are cited that were clearly not read carefully, resulting in some memorable howlers.",N
This needs some rephrasingâ€”it's loaded with the assumption that there is a real world,C
The problem is epitomized by almost every word choice in the title,C
"Words are used inappropriatelyâ€”I count, for example, 13 instances of ""uniqueâ€, but it is used correctly only once.",C
"The authors showed the differences at scale 3, and so what?",N
Please use something in parenthesis so your reader doesn't have to take a break from reviewing your work to Google it,C
The introduction is so confusing and purely written that I gave up.,C
"And finally, the references are a mess.",C
"You will see that Reviewer 2 has slightly missed the point, so please don't pay too much attention to their comments in your revision.",N
I would suggest the authors to have some native English speaking to go through it,N
"This would be a stronger article if its tone were less polemical and more analytical. The following paragraph, for example, will strike many of your readers as shrill. They will stop reading the article and throw it into the fire",C
What do the authors mean by one standard error?,C
"This is such a promising topic, but I was very disappointed in this paper combining a substantial amount of author talent.",N
Please correct the language and connet of teh COI part!,C
"I am generally very happy to provide extensive suggestions and comments on manuscripts, but this submission was an absolute waste of my time.",N
"I understand that Wikipedia is not the best source for my information, however, I don't have access to the [peer-reviewed] literature you cite, and based on the information from Wikipedia, your hypothesis breaks down.",C
The authors offer no credible theoretical reason why we should care about this result.,C
"Not sure how to say this diplomatically, but the manuscript is really dull",N
All these data are given in the author's Ph.D thesis. Does this material need to be published?,N
"From this conclusion, the premise does not follow.",C
"The history of science tells us that a strong theory that explains numerous phenomena is generally overturned by a better theory, rather than by the wholly negative and nitpicking criticisms of the present paper.",N
"Who are and where did they come from? That is, why was this obsucre and arbitrary method chosen?",C
This review is without a doubt the single most difficult one I have had to write so far.,N
Reject - More holes than my grandad's string vest!,N
"That omission is a standard feature of articles from the fourth author's lab. Although it normally does not bite him, it does in this case.",C
"This paper is under-referenced, conceptually impoverished, and poorly written",C
This work amounts to a form of methodological perfectionism. Perfectionism can be the enemy of the possible in science.,N
The last two sentences of the summary greatly exaggerate the value of this paper and the usefulness of its conclusions.,C
"The research claims these phenomena are ""understudied,â€ as though there is some amount of study they should endure.",C
The most strikingâ€”and troublingâ€”feature of this manuscript is that it contains so many exceedingly strange assumptions.,C
"I'm disappointed to say, given the outstanding pedigree of the authors of this paper, that it adds nothing to earlier research.",N
"The abstract says absolutely nothing, and I mean this literally and not as a judgement for the content of the paper.",C
I am afraid this manuscript may contribute not so much towards the field's advancement as much as towards its eventual demise.,N
This ridiculous comment that a powerful computer algebra systems was required on page 6 is absurd.,C
I hope the authors can learn from this exercise on what is expected to craft a publishable paper.,N
"The paper is okay, its not ""wowâ€ but its hard to reject it.",N
They claim on page 9 a significant improvement of their method. This is stupid!,C
The figures are dishonest and not all that useful.,C
Studies undertaken in such a manner as presented here degrade all science by giving the semblance of legitimacy to illegitimate work.,N
"As far as this reviewer can tell, what the authors present is not so much a model as it is an equation.",C
"The present article, however, is in no way impressive, as its stands out by sloppiness in conceptual, theoretical as well as methodological aspects and does barely add any relevant knowledge.",C
The stimuli are impossible to compute.,C
"I know you want to use hormones to study physiological changes, but humans are more than hormones.",C
I was not sure exactly which problem the author is trying to solve and vice verse it was not clear to me what problem the solution is intended to solve or explorer.,N
To justify these conclusions and spur the authors onto the better things they are undoubtedly capable of I append some details.,N
This is a perfect example of the worst kind of research in social psychology.,N
I am constructing this review more in a stream of conscious thought than a systematic assessment.,N
That gives a ridiculous demonstration where authors forgot science and reinvent history (...) the authors don't have a clue of what was already done in the literature.,C
I have to reject this paper. It is saying a triviality hidden behind some math and I am not sure if the authors are even aware of this fact.,C
"In fact, your hypotheses are not all that complex are they? Nor is Figure 1; n'est-ce pas?",C
The underlying agenda is a sales pitch.,N
"I have received one highly negative review and wondered whether there are factors that would overcome or overturn this highly negative review, if XY received further reviews. I conclude that the answer is no.",N
Proposition 7 was so fundamentally wrong that I saw no point in reading beyond it.,C
"If the paper is accepted, I strongly recommend an English prof-reading.",C
"Did all 5 authors say,""Yes, this is a piece of work I am proud to have my name on?â€",N
"Unfortunatelly (sic), the paper is very shallow. The results are at the level of a naive master thesis.",N
I doubt that it's worth publishing a handful of graphs that few would find surprising and that anyone else could generate in a day off.,N
"This paper reads like a woman's diary, not like a scientific piece of work'",N
To put it bluntly: The last thing I want is a reviewer rejecting my papers with reference to an ideological paper like this one.,N
"While it unfortunately doesn't make for a flashy title (which the authors like more than British tabloids do), there is a simple alternative interpretation of their results.",C
The examples are stale - the method is not exciting. There is nothing much here.,N
This paper adds nothing to the existing knowledge of the subject.,N
"This, of course, is disingenuous if not unethical.",N
Experimental results are not convincing.,C
The paper didn't study what is the recall of the proposals and how sensitive the threshold is.,C
The proposed algorithm doesn't handle symmetry breaking when two edges are equally confident (in 4.2.2 it basically scales down both edges).,C
This is similar to a density map approach and the problem is that the model doesn't develop a notion of instance.,C
"However, I am a little worried that the proposed model may be hard to reproduce due to its complexity and therefore choose to give a 6.",C
"However, in the paper there is no motivation about why the architecture was designed like this.",C
"Experimentally, paper would benefit with better comparisons and studies: 1) state-of-the-art methods haven't been compared against (e.g. ImageNet experiment compares to 2 years old method).",C
Comparisons to using normal AdaBoost on more complex methods haven't been studied (other than the MNIST).,C
Comparison to simply ensembling with random initialisations.,C
"The proposed algorithm is essentially an ensemble algorithm, there exist several works on deep model ensemble (e.g., Boosted convolutional neural networks, and Snapshot Ensemble) should be compared against.",C
No empirical results on the effect of the parameter are given.,C
"Overall, the current evaluations focus on performance and give little insight into the behaviour of the method.",C
"The paper also does not compare to any other techniques that attempt to deal with catastrophic forgetting and/or the changing state distribution ([1,2]).",C
"Still, many of the design choices appear quite arbitrary and can most likely be improved upon.",C
There are no new things in such kind of reviews.,C
"In addition, the experiments section is not comprehensive enough as well the author only tested on two datasets.",C
"However, the paper lacks novel content.",C
It could be that this paper belongs to another venue that is more appropriate for survey papers.,C
"Only 1024 examples are considered, which is by no means large.",C
"Please see the major comment below.  One major comment: - Despite that the work is more application oriented, the paper would have been stronger and more impactful if it includes more work on the theoretical side.",C
This derivation should be treated more thoroughly and carefully.,C
"This discussion does not appear at all in the manuscript and it would be an important limitation of the method, specially when dealing with large-scale data sets.",C
"It is not completely clear to me that batch-normalization takes care of the scale constant (if so, then why did XNOR-NET needed an additional scale constant?),perhaps this should be further clarified.",C
"Section 1, the citation format of Bengio et al. (2013) should be (Bengio et al. 2013).",C
" Section 2, there is an ordering mistake in introducing Han et al.'s work, DeepComporession actually comes before the DSD. ",C
"Although the paper gives some justiification why auto-encoder can work for domain adaptation from perspective of probalistics model, it does not give new formulation or algorithm to handle domain adaptation.",C
The experiments are somewhat lacking.,C
One concern about this paper is that it doesn't fully answer the reasons why this normalization works better.,C
"And there is no demonstration of reconstruction quality relative to existing models, which could be helpful for evaluating relative performance.",C
But the contribution seems quite limited.,C
"If the presented approach was an improvement over the original conceptors, the evaluation should compare the new and the original version.",C
This is nice but doesn't really tell me much about overcoming catastrophic forgetting.,C
"First, the improvement of the proposed model over the previous state of the art is limited.",C
"In order to show the usefulness of the elimination module, the model should be exactly built on the GAR with an additional elimination module (i.e. after removing the elimination module, the performance should be similar to GAR but not something significantly worse with a 42.58% accuracy).",C
These words should be reserved to studies of Channel Capacity/Source Coding `a la Shannon.,C
Recent NN toolbox can easily compute the exact gradient and use it for the penalization but this is not clearly discussed even in appendix.,C
"On the negative side there is very limited innovation in the techniques proposed, that are indeed small variations of existing methods.  ",C
I still can not see how previous work by Balestriero and Baraniuk 2017 motivates and backups the proposed method.,C
"Notations in eqns (2) and (3) are not fully explained (e.g., boldface c).",C
I think the quality of the paper should be further improved by addressing these problems and currently it should be rejected.,C
"However, some implementation details are missing, which makes it difficult to assess the quality of the experimental results.",C
The positional attention is rather unclear and it would be better to revise it.,C
"This a simple example, but a lot of things in this paper is too briefly described and their impact not really evaluated. ",C
"On the negative side, the paper fails to make a strong case for significant impact of this work; the solution to this, of course, is not overselling benefits, but instead having more to say about the approach or finding how to produce much better experimental results than the comparative techniques.",C
"In my opinion, the authors should have put the focus on the DU4AC algorithm which get rids of this assumption.",C
"On the negative side, from what I can tell, the authors don't seem to have introduced any fundamentally new architectural choices in their neural network, so the contribution seems fairly specific to mastering StarCraft, but at the same time, the authors don't evaluate how much their defogger actually contributes to being able to win StarCraft games.",C
The evaluation is a bit limited to two specific downstream prediction tasks.,C
So the attack that the authors are proposing does not make sense and my take is that we should see significant changes before they can make sense.,C
"Hence, the contribution of this paper is limited, although the authors claim two differences between their work and the existing ones.",C
No new insight is being discussed.,C
Sec 6  Nothing too insightful is said about the RNN Model.,C
However comparisons are lacking and the paper is not presented very scientifically.,C
"However, the experimental evaluation is globally limited,  hyperparameter tuning on test which is not fair.",C
Cons -Experimental evaluation limited,C
The large scale aspect lacks of thorough analysis.,C
"The paper presents 2 contributions but at then end of the day, the development of each of them appears limited.",C
"However, the fact that no convergence rate is given makes the result weak.",C
"This can be coherent with the problem of Domain Adaptation that can be NP-hard even under the co-variate shift assumption (Ben-David&Urner, ALT2012).",C
This point is not very clear and we do not know how many source instances are used to compute the mapping - the mapping is incomplete on this point,C
"The performance comparison to the algorithm of Genevay et al. is somewhat limited: it is only on one particular problem, with three different hyperparameter settings.",C
"Typos --------  1. Section 2, paragraph 3 : is given in Figure 1 -> is given in Algorithm 1  ",C
But this benefit to the researchers does not seem to be strong enough for the acceptance at ICLR'18.,C
I would have been more enthusiastic if the authors had proposed a way to combine the training space exploration as well as removing redundant traces together to make the whole process more scalable and done experiments on reasonably sized data.,C
"The contribution from the RL perspective is limited, in the sense that the authors simply applied standard models to predict a bunch of labels (in this case, emotion labels).",C
"Concerning the related work, the authors didn't mention the Universal Value Function Approximation (Schaul et al, @ICML 2015) which precisely extends V and Q functions to generalize over goals.",C
"Since the paper does not provide significant theoretical or algorithmic contribution, at least more realistic and diverse experiments should be performed. ",C
"While this model is proposed as an extension of Kohonen's self-organising map (SOM), the paper fails to mention, or compare with, several historically important extension of SOM, which should perhaps at least include the generative topographic mapping (GTM, Bishop et al. 1998), an important probabilistic generalisation of SOM.",C
Quantitative analysis: I would suggest reporting confidence intervals;    perhaps just the 1st standard deviation over the accuracies for the true and    'adversarial' labels -- the min and max don't help too much in understanding,C
But it doesn't explore them yet in detail.,C
"Also, I believe the Z should be a vector, not a set. ",C
Weaknesses: - The paper is long (10 pages) but relatively lacks substances.,C
Minor: - Probably figure 4 can be drawn better.,C
The paper did not discuss these related work and did not compare the performances.,C
"Clarity: * Eqn. 5, LHS can be written more clearly as hat{a}_k.",C
In Table 2 the difference between inception scores for DCGAN and this approach seems significant to ignore.,C
"Because the tasks are not widely explored in the literature, it could be difficult to know how crucial exploiting graphically structured information is, so the authors performed several ablation studies to analyze  this out.",C
"For example, the model does not guarantee to be able to convert resulting indices to actual words (i.e., there are multiple words that have completely same indices, such as rows 4 and 6 in Table 5), and also there is no trivial method to restore the original indices from the composite vector.",C
The empirical evaluation is on the weak side and the rich properties of the model are not really shown off.,C
"This model is a relatively simple extension of the Neural Statistician, so the novelty of the idea is not enough to counterbalance the lack of quantitative evaluation.",C
I do not think the empirical results provide enough evidence that it is a useful/robust method.,C
"As a last minor comment, the authors should specify explicitly what the shaded areas are in Fig. 4b,c.",C
Minor comments - typos: a first application or this => a first application of this (p.2) - qualitative quality (p.2).,C
The lack of completeness (definitions of tasks and robustness) also makes the paper less impactful than it could be.,C
There are many small errors in syntax;  it would be best to have this paper carefully proofread.,C
"The exact relationship between the logical formulas and the stochastic trajectories of the MDP is not described in detail here, but relies on a robustness metric, rho.",C
"I see several issues: (i) It seems that you are not doing much with a SDE, as you diredctly jump to the discretized version (and ignore discussions of it's discretization).",C
"One important contribution of the paper is about optimal batch sizes, but related work in this direction is not discussed..",C
"One would expect more information to strictly improve performance,   but the results are a bit mixed (perhaps due to convergence to local optima and both actor and critic being learned at same time,    or the Gaussian assumptions, etc.).",C
"I think the main technical concerns with the paper is that the technique only applies to a linear model, and it doesn't sound the techniques are much beyond Kawaguchi'16.",C
"I think title is misleading, as the more concise results in this paper is about linear networks I recommend adding linear in the title i.e. changing the title to ... deep LINEAR networks",C
"The right part of the figure should be better described in the text or in the caption, I don't understand well what this illustrates.",C
There is no report of results on huge datasets like big Imagenet which takes a lot of time for deep training and we need automatic advance stopping algorithms to tune the hyper parameters of our model on it.,C
"It's better to explain this part in more details, possibly with some equations. It is hard to understand the difference.  ",C
But as a standard application of attention lacks novelty.,C
"Most of their experimentation is on microphone arrays with attention directly over magnitude-based input features, which cannot utilize the most important feature for signal separation using microphone arrays---signal phase.",C
"The winning system has a WER of only 5.8%(vs. 33.4% for the baseline system), while more than half of the submissions to the challenge were able to cut the WER of the baseline system in half or better! ",C
Significance:  It is hard to determine how significant the work is since the authors only compare with a single baseline and leave aside previous work on efficient exploration with Thompson sampling based on variational approximations.,C
"In this sense, I agree with the authors that the evaluation protocol for long-tailed datasets can't be just based on average accuracy, however, the protocol proposed requires to train the model several times, therefore, it does not scale properly to large datasets that are the common rule in the deep learning world.",C
The downsampling experiment in Section 5.1 seems to indicate the contrary: downsampling the memory should lead to position aliasing which seems to indicate that the agent is not using its memory to store the map and its own location.,C
"On the other hand, the proposed method is also specific to navigation tasks in 2D or 3D environment, which is hard to apply to more general memory-related tasks in non-spatial environments.",C
"But could be improved with some more details on the mathematical derivations (e.g., explaining where the constraints on alpha come from), and on the experiments (it is not entirely clear how the distributions of accuracies were obtained). ",C
"The authors should also avoid uninformative adjectives, clutter, and vague terms throughout the manuscript such as 'vital importance' or 'little room for fine-tuning'.",C
The presentation of the paper can be improved a bit.,C
"The authors chose to study only random instances which are known to be bad representatives of real-world problmes, instead of picking a standard benchmark problem. ",C
"Furthermore, the insights on how the network is actually solving the problems and how the proposed components contribute to the solution are minimal, if any.  ",C
"The proposed method seems to require a set of input/output examples even during evaluation (if my understanding is correct), which has limited practical applications.",C
"In terms of numerical stability, though experimental results were reported, there is no theoretical analysis.",C
The experiments are quite limited.,C
"For example, the phrase ""continuous input sequence"" does not make sense; maybe you mean ""input sequence of real valued quantities"".  ",C
"Since there are only two baselines are compared to the proposed method, this claim seems too general to be true.",C
"The authors fail to include the most standard baseline attack, namely FSGM.",C
"Actually, authors only consider synthetic (noise-free) data belonging to one class only, thus not including the factors of variations related to noise and/or different classes.",C
Language: the paper needs some careful editing to correct numerous language/grammar issues.,C
Major issues with the paper:  - Lack of reliable experiment section.,C
"Dataset is too small (2000 total samples), and model training is not described with enough details in terms of hyper-parameters tuned.  ",C
I found this statement to be a bit unclear and did not really describe what $g$ does; of course my understanding may be incorrect so a clarification on this statement would be helpful.,C
I feel that the text is often redundant and that it could be simplified a lot.,C
Thus I think this paper is below the acceptance threshold.,C
"However, where the paper falls a bit short is in the discussion / outlook in terms of suggestions of how one can go about tackling these shortcomings.  ",C
"as I explain below, I believe there is an underlying assumption that is not considered.",C
but could certainly do with more explanations.,C
"Some selections, which are presented in the papers are not explained, for example, the gradient penalty, the choice of lambda and the choice of points for gradient computation.",C
"The authors disclosed their identity and violated the terms of double blind reviews. Page 2 In our previous work (Aly & Dugan, 2017)  Also the page 1 is full of typos and hard to read.",C
"Again, due to lack of equations, I don't completely understand the last paragraph of 3.2, I suggest re-writing it (as well as some other parts) in a more explicit way.",C
The second part of the paper seems to be a bit disconnected to the quadratic function analysis.,C
"Our results below provide more evidence for making this transition. However, no other work on inference networks is directly cited.",C
"However, there is no comparison with other approaches in the literature.",C
"However, this is where I have issues with the work:  1) In all quantitative results, Chekhov GAN do not significantly beat unrolled GAN.",C
"I suggest the authors to either discuss why Chekhov GAN is obviously superior and hence no experiments are needed, or compare them experimentally.",C
"So it is not entirely convincing that the practical Algo 2 works better for the reason suggested by the theory, nor it drastically improves practical results that it could become the standard technique in the literature.",C
Since the main contributions are two algorithms for stable SGD it is not clear how one can formally say that they are stable. For this a formal problem statement is necessary.,C
"In particular one sentence that can be misleading: ""Given a classifier, one common way to generate an adversarial example is to perturb the input in direction of the gradient..."" You should explain that given a classifier with stochastic output, the optimal way to generate an adversarial example is to perturb the input proportionally to the gradient. ",C
The practical way in which the adversarial examples are generated is not known to the player.,C
Would be good to see the performance against other forms of adversarial attacks as well if they exist.,C
"Please find my detailed comments/questions/suggestions below:  1) IMO, the paper could have been written much better.",C
The overall significance of the results is not very strong since the paper focuses solely on experiments conducted on very limited data and artificially manipulated data.,C
The mode collapse issue is never discussed elsewhere in the paper.,C
Some typos     - page 4: some duplicate words in discriminative embedding session     - page 4: auxliary -> auxiliary     - page 7: tescting -> testing,C
"Without comparison to stronger baselines and with results only on 1 task constructed by the authors, we have to recommend rejection.",C
"The architecture does seem to work well on the associative retrieval task, but it is not clear yet if this will also be true for other types of tasks.",C
"However, no comparison is clearly made.",C
even if no methodological novelty has been introduced (this is also a cons!),C
"Though this is an important direction to investigate, there are several issues:  1. Comparison with previous results is misleading: a.t1-bit weights and floating point activations: Rastegari et al. got 56.8% accuracy on Alexnet, which is better than this paper 1.4bit result of 55.2%. b.tHubara et al. got 51% results on 1-bit weights and 2-bit activations included also quantization first and last layer, in contrast to this paper. ",C
The review of the literature is inaccurate.,C
"The description of the Heterogeneous Bitwidth Binarization algorithm is interesting and simple, and potentially can be practical, However it also adds more complication to real world implementations, and might not be an elegant enough approach for practical usages.",C
The method resembles quite a lot the Grad-CAM method and the conclusions from the experiment (shallow layers are robust enough to adversarial examples and middle layers ....) seem shallow as well.,C
"Overall, this reviewer leans towards rejecting this paper due to its limited contribution/novelty and the incomprehensive experiment results.",C
"Despite of its simplicity, there are no discussions/empirical comparisons with other approaches, and simple ablative analysis such as performance of detector with and without saliency maps.    ",C
" The mathematical notation needs a bit of improvement. E.g. argmin, sgn, min, etc. should be set in roman and parentheses should be enlarged to match the size of the enclosed expressions",C
The writing needs improvement and the paper in general needs some copy editing.,C
But unfortunately doesn't show any results even qualitative like generated samples for other  work on next frame video prediction.,C
"However, I don't think the authors explore the idea well enough -- they simply appear to propose a non-parametric way of learning the stochastic model (sampling from the training data z_i's) and do not compare to reasonable alternative approaches. ",C
"The datasets are too small with observations in low dimensions, and I found it not very fair to consider LSTM in such settings.",C
I am a bit surprised that you have not discussed it in the paper not to mention provided a baseline to compare your method to.,C
No training details are provided.,C
"It is really interesting, so improving the quality of this figure will really help.",C
Main weakness of the paper:  - Missing many IC systems citations and comparisons (see https://competitions.codalab.org/competitions/3221#results),C
The experimental results are not well explained and there is not enough analysis of the results.,C
"however the presentation of tables and figures could be done better, for example, Fig. 2 is referred  to in page 3,  Table 2 which contains results is referred to on page 5, Fig 4 is referred to in page 6 and appears in page 5, etc.",C
The authors are advised to do a thorough survey of the relevant works in Multimedia and computer vision community.,C
The experiments are also not enough.,C
"Overall, I would like to vote for a weakly acceptance regarding this paper.",C
It would be better to present accuracy as for the other tables/experiments,C
The performance is not strong enough to warrant acceptance by itself.,C
" The authors should provide the experimental results on large-scale data sets (e.g. ImageNet) to prove the effectiveness of the proposed method, as they only conduct experiments on small data sets, including CIFAR-10, CIFAR-100, and SVHN.",C
There is only one definition of the reward - related to batch number when the accuracy first exceeds a threshold.,C
None of these works have been compared with.    b. All the baseline methods use 8 bits per value.,C
"There is an explanation indicating that switching from SGD to TR causes an uphill movement (which I presume, is due to the trust region radius r being large); but statements such as - this will lead to climbing over to a wide minimum etc. are too strong; no evidence is given for this.",C
But there is no good and detailed experimental analysis that help explain these observations.,C
The writing of the paper needs a lot of improvement.,C
"The paper contains several grammatical mistakes, and in my opinion could explain things more clearly, particularly when arguing that the algorithm 2 will converge.",C
"For example, there is a lot of math, but in Section 4.5 the authors seem to hedge and say We give an intuitive explanation ... and leave the rigorous analysis to future works.  Please clarify.  ",C
"The choice of activations is not motivated, and performance on variants is not reported.",C
"The use for a genetic algorithm for optimization is not motivated, and no comparison is made to the performance and efficiency of other approaches (like standard backpropagation)",C
"However, the paper lacks discussion / evidence of how hard it is to optimize for this VGG-based PIR score.",C
"Overall, I find this direction exciting and hope the authors would keep pushing in this direction! However, the current manuscript is not ready for publication.",C
The statement lacks scientific support.,C
More comments: The main problem with this paper is that the proposed systems is designed for a human interaction setting but no such experiment is done or presented.,C
"Incomplete experiments: The authors only show experiments on videos containing objects that have already been seen, but no experiments with objects never seen before.",C
"The authors also don't show any results on previous datasets, which would allow for a more objective comparison to existing state of the art.",C
n - I found the idea of Figure 1 very good but in its current form I didn't find it particularly insightful (these clouds are hard to interpret).,C
"I suggest the authors to demonstrate their method on some well-known datasets (e.g., MovieLens, Netflix), to give the readers an idea if the proposed method is indeed advantageous over more classical methods,",C
"However, no results are provided for deeper networks, so it is unclear how this method can benefit the computation of very deep neural networks ",C
"Unfortunately, I do not believe the paper is ready for publication as it stands, as it suffers from lack of clarity and the experimentation is limited in scope.",C
It would be more helpful if the author can make those points more clear and offer some guidance about the choices between explicit and implicit transform in practice.,C
"My main issues with this paper are experiments: The proposed approach is tested only on 2 datasets (one synthetic, one real but tiny - 2K instances) and some of the plots (like Figure 5) are not convincing to me.",C
"I can see how it adds value over sampling  from the prior, but it's unclear if it has value over a modern approximate inference  scheme like a black box variational inference algorithm or stochastic gradient MCMC.",C
Cons: Some statements in this paper are not clear to me.,C
"This statement, in my view, could be misleading without further explanation (the non-sparse loss was mentioned in the abstract).",C
"Although the proof of the algorithm relies on the online learning regret bound, the algorithm itself requires visit all the data in each update, and thus, it is not suitable for online learning.",C
"The algorithm is closely related to boosting and MKL, while there is no such comparison.",C
Some minor points that I wonder about:  - The heuristic against repeating trigrams seems quite crude.,C
so that the recurrent neural networks with attention could capture the learning signal to avoid the repetition issue and the heuristic function in the test time can be removed.,C
The paper is readable but not well polished,C
There is no quantitative evaluation and comparisons.,C
I think such generalization is interesting but the innovation seems to be very limited.,C
And those theorems in section 4 are just some properties from previous definitions; they are not theorems.,C
The results could make more sense by providing total time consumptions and time cost per iteration.,C
Section 5.3 could be improved by providing a curve (compression vs. error) instead of just providing a table of sampled operating points.,C
"For example, it is claimed that the proposed decomposition provides enhanced representation ability, but this is not justified rigorously either via more comprehensive experimentation or via a theoretical justification.",C
"Source of confusion: in algorithm 1 and 2, tilde{z} is sampled from Q_TH(Z|xi), some one is lead to believe that this is the sampling process as in VAEs, while in reality Q_TH(Z|xi) is deterministic in the experiments.",C
"But given the high price of quantum annealers, limited applicability of the technique, and unclear benefits of the authors' method, I do not think it is relevant to this specific conference.",C
"Further, the paper seems to simply leave out some portions: the introduction claims that one of the contributions is we show that techniques such as latent space trajectory embedding and dynamic unfolding can significantly boost the performance of the model based control variates, but I see literally no section that hints at anything like this (no mention of dynamic unfolding or latent space trajectory embedding ever occurs later in the paper).",C
"But because (unlike traditional baselines) introducing it alone would affect the actual estimate, they actually just add and subtract this term, and separate out the two terms in the policy gradient: the new policy gradient like term will be much smaller, and the other term can be computed with less variance using model-based methods and the reparameterization trick.",C
"But I also feel that in this case, it borders on being an issue with the paper itself, as I think this idea needs to be described much more clearly if it is central to the underlying paper.",C
"Also, the paper needs to be re-organized in a better way (eg., state clearly the difference from previous methods, how to formulate the story, etc.) For now, I don't think it is ready to ICLR. ",C
"However, it is a bit weird that 1) 100% tuned results are not shown, and 2) the learned activation goes up as the input goes negative, which is not the shape of ELU.",C
"Also,  no details are given on how the mixing in the rollouts was tuned.",C
"It is a combination of two techniques, dense connections and multiple attention and it is not clear where the actual gain come from.",C
"Finally, the writing of the paper could be improved a lot: The basic idea is not well described (however, many times repeated) and the grammar is often wrong and also there are some typos.",C
"Cons:  - related work, in particular the first paragraph, should compare and contrast with the closest extant work rather than merely list them",C
"However, the novelty of the paper is limited and the experiments are not sufficient.",C
"However, there is no experimental comparison with these methods.",C
"although it is clearly not sufficient to explain even the success on the setting studied in this paper, since the number of minima of a certain type does not correspond to the probability of the SGD ending in one: to estimate the latter, the size of each basin of attraction should be taken into account.",C
"Basically the motivation and method is good, the drawback of this paper is its narrow scope and lack of necessary explanations.",C
Minor: - t of $G_t$ in page 2 is not defined so far. - What is gr in Section 2.2,C
You should clearly divide the existing study and your work.,C
KSS seems to need the user study.,C
"But I do not catch the details of the user study, e.g., the number of users.",C
"However, I am not convinced that this is novel enough for publication at ICLR.",C
"In other words, the authors oversell their own work, specially in comparison with the state of the art.",C
"Besides this deficit, the paper does not present a proper statistical setup (e.g. 'Is censoring assumed to be at random? ...) , and numerical results are only referring to some standard implementations, thereby again neglecting the state-of-the-art solution. ",C
There are some concerns about this network that need to be clarified: 1. sigma is never clarified in the main context or experiments 2.,C
"In the experimental results, detailed definition or explanation of the compared methods and different settings should be clarified.",C
Cons:  -The grammar in the paper is pretty bad.,C
The technical contribution of this paper is small.,C
Experimental results are available only on a small dataset and for two different networks.,C
"In experiments, no comparisons against existing works is performed (at least on toy/controlled environments).",C
or even how reliable they are since the effectiveness has not been evaluated.,C
"Minor comments:  In introduction, parameter with zero training error doesn't mean it's a global minimizer In section 2, it is not clear that visualizing loss function is helpful in see the reasons of generalization given minima.",C
